site_name,date,status,site_total_kwh,incident_id,focus_inverter_name,Symo  Advanced 24.0-3 480 (4) (2344E5)__rated_kw,Symo  Advanced 24.0-3 480 (4) (2344E5)__daily_energy_kwh,Symo  Advanced 24.0-3 480 (4) (2344E5)__specific_yield_kwh_per_kw,Symo  Advanced 24.0-3 480 (4) (2344E5)__relative_specific_yield_vs_site_avg,Symo 24.0-3 480 (1) (ECDEE1)__rated_kw,Symo 24.0-3 480 (1) (ECDEE1)__daily_energy_kwh,Symo 24.0-3 480 (1) (ECDEE1)__specific_yield_kwh_per_kw,Symo 24.0-3 480 (1) (ECDEE1)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (2) (2344D2)__rated_kw,Symo Advanced 24.0-3 480 (2) (2344D2)__daily_energy_kwh,Symo Advanced 24.0-3 480 (2) (2344D2)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (2) (2344D2)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (3) (2344DB)__rated_kw,Symo Advanced 24.0-3 480 (3) (2344DB)__daily_energy_kwh,Symo Advanced 24.0-3 480 (3) (2344DB)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (3) (2344DB)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (5) (2344EE)__rated_kw,Symo Advanced 24.0-3 480 (5) (2344EE)__daily_energy_kwh,Symo Advanced 24.0-3 480 (5) (2344EE)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (5) (2344EE)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (6) (D2487C)__rated_kw,Symo Advanced 24.0-3 480 (6) (D2487C)__daily_energy_kwh,Symo Advanced 24.0-3 480 (6) (D2487C)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (6) (D2487C)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (7) (D3E7E7)__rated_kw,Symo Advanced 24.0-3 480 (7) (D3E7E7)__daily_energy_kwh,Symo Advanced 24.0-3 480 (7) (D3E7E7)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (7) (D3E7E7)__relative_specific_yield_vs_site_avg
G and C farms south meter,2025-09-18,site_missing_data,1237.865,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-09-19,site_missing_data,1157.64,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-09-20,site_missing_data,1149.525,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-09-21,site_missing_data,1141.41,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-09-22,site_missing_data,1344.37,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,188.79,7.86625,0.983011,24.0,192.56,8.023333,1.002641,24.0,194.2,8.091667,1.01118,24.0,192.37,8.015417,1.001651,24.0,191.31,7.97125,0.996132,24.0,191.79,7.99125,0.998631,24.0,193.35,8.05625,1.006754
G and C farms south meter,2025-09-23,site_missing_data,1157.64,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,1.07,0.044583,0.00647,24.0,192.88,8.036667,1.166304,24.0,194.35,8.097917,1.175193,24.0,192.91,8.037917,1.166485,24.0,191.14,7.964167,1.155782,24.0,191.97,7.99875,1.160801,24.0,193.32,8.055,1.168964
G and C farms south meter,2025-09-24,site_missing_data,1318.09,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,161.24,6.718333,0.8563,24.0,192.91,8.037917,1.02449,24.0,194.38,8.099167,1.032297,24.0,192.81,8.03375,1.023959,24.0,191.4,7.975,1.016471,24.0,191.95,7.997917,1.019392,24.0,193.4,8.058333,1.027092
G and C farms south meter,2025-09-25,site_missing_data,1141.41,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,190.48,7.936667,1.168169,24.0,191.9,7.995833,1.176878,24.0,190.29,7.92875,1.167004,24.0,188.68,7.861667,1.15713,24.0,189.27,7.88625,1.160749,24.0,190.79,7.949583,1.17007
G and C farms south meter,2025-09-26,site_missing_data,1031.27,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,171.83,7.159583,1.166339,24.0,173.42,7.225833,1.177131,24.0,171.42,7.1425,1.163556,24.0,170.7,7.1125,1.158668,24.0,170.99,7.124583,1.160637,24.0,172.91,7.204583,1.173669
G and C farms south meter,2025-09-27,site_missing_data,677.06,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,114.57,4.77375,1.184518,24.0,113.13,4.71375,1.16963,24.0,114.2,4.758333,1.180693,24.0,111.01,4.625417,1.147712,24.0,112.5,4.6875,1.163117,24.0,111.65,4.652083,1.154329
G and C farms south meter,2025-09-28,site_missing_data,997.59,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,167.13,6.96375,1.172736,24.0,167.12,6.963333,1.172666,24.0,166.87,6.952917,1.170912,24.0,164.78,6.865833,1.156247,24.0,165.63,6.90125,1.162211,24.0,166.06,6.919167,1.165228
G and C farms south meter,2025-09-29,site_missing_data,1113.19,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,185.52,7.73,1.166593,24.0,187.21,7.800417,1.17722,24.0,185.52,7.73,1.166593,24.0,184.07,7.669583,1.157475,24.0,184.54,7.689167,1.160431,24.0,186.33,7.76375,1.171687
G and C farms south meter,2025-09-30,site_missing_data,810.1,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,137.21,5.717083,1.185619,24.0,135.28,5.636667,1.168942,24.0,136.94,5.705833,1.183286,24.0,132.81,5.53375,1.147599,24.0,134.75,5.614583,1.164362,24.0,133.11,5.54625,1.150191
G and C farms south meter,2025-10-01,site_missing_data,977.02,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,163.89,6.82875,1.174213,24.0,163.63,6.817917,1.172351,24.0,163.6,6.816667,1.172136,24.0,161.36,6.723333,1.156087,24.0,162.24,6.76,1.162392,24.0,162.3,6.7625,1.162822
G and C farms south meter,2025-10-02,site_missing_data,886.92,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,149.87,6.244583,1.182846,24.0,148.03,6.167917,1.168324,24.0,149.67,6.23625,1.181268,24.0,145.88,6.078333,1.151355,24.0,147.45,6.14375,1.163746,24.0,146.02,6.084167,1.15246
G and C farms south meter,2025-10-03,site_missing_data,836.93,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,140.63,5.859583,1.176215,24.0,139.81,5.825417,1.169357,24.0,139.93,5.830417,1.170361,24.0,138.42,5.7675,1.157731,24.0,139.4,5.808333,1.165928,24.0,138.74,5.780833,1.160408
G and C farms south meter,2025-10-04,site_missing_data,238.22,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,40.71,1.69625,1.196247,24.0,39.48,1.645,1.160104,24.0,40.4,1.683333,1.187138,24.0,38.75,1.614583,1.138653,24.0,39.93,1.66375,1.173327,24.0,38.95,1.622917,1.14453
G and C farms south meter,2025-10-05,site_missing_data,1068.61,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,178.25,7.427083,1.167638,24.0,179.74,7.489167,1.177399,24.0,177.81,7.40875,1.164756,24.0,176.94,7.3725,1.159057,24.0,176.93,7.372083,1.158992,24.0,178.94,7.455833,1.172158
G and C farms south meter,2025-10-06,site_missing_data,1036.39,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,173.54,7.230833,1.172126,24.0,173.85,7.24375,1.17422,24.0,173.19,7.21625,1.169762,24.0,171.36,7.14,1.157402,24.0,171.79,7.157917,1.160306,24.0,172.66,7.194167,1.166183
G and C farms south meter,2025-10-07,site_missing_data,1114.38,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,185.63,7.734583,1.166039,24.0,187.47,7.81125,1.177597,24.0,185.72,7.738333,1.166604,24.0,184.38,7.6825,1.158187,24.0,184.57,7.690417,1.15938,24.0,186.61,7.775417,1.172194
G and C farms south meter,2025-10-08,site_missing_data,1115.94,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,186.02,7.750833,1.166855,24.0,187.69,7.820417,1.17733,24.0,185.79,7.74125,1.165412,24.0,184.74,7.6975,1.158826,24.0,184.85,7.702083,1.159516,24.0,186.85,7.785417,1.172061
G and C farms south meter,2025-10-09,site_missing_data,1100.83,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,183.27,7.63625,1.165384,24.0,185.32,7.721667,1.17842,24.0,183.6,7.65,1.167483,24.0,182.1,7.5875,1.157944,24.0,182.26,7.594167,1.158962,24.0,184.28,7.678333,1.171807
G and C farms south meter,2025-10-10,site_missing_data,1094.2,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,182.58,7.6075,1.168031,24.0,184.13,7.672083,1.177947,24.0,182.36,7.598333,1.166624,24.0,180.87,7.53625,1.157092,24.0,181.17,7.54875,1.159011,24.0,183.09,7.62875,1.171294
G and C farms south meter,2025-10-11,site_missing_data,877.31,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,146.73,6.11375,1.170749,24.0,147.27,6.13625,1.175058,24.0,146.65,6.110417,1.170111,24.0,144.99,6.04125,1.156866,24.0,145.39,6.057917,1.160057,24.0,146.28,6.095,1.167159
G and C farms south meter,2025-10-12,site_missing_data,326.62,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,55.61,2.317083,1.191813,24.0,54.15,2.25625,1.160523,24.0,55.07,2.294583,1.18024,24.0,53.5,2.229167,1.146592,24.0,54.64,2.276667,1.171024,24.0,53.65,2.235417,1.149807
G and C farms south meter,2025-10-13,site_missing_data,847.21,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,143.31,5.97125,1.184087,24.0,142.32,5.93,1.175907,24.0,143.1,5.9625,1.182351,24.0,138.59,5.774583,1.145088,24.0,139.71,5.82125,1.154342,24.0,140.18,5.840833,1.158225
G and C farms south meter,2025-10-14,site_missing_data,341.58,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,58.49,2.437083,1.198636,24.0,56.68,2.361667,1.161543,24.0,58.23,2.42625,1.193308,24.0,55.37,2.307083,1.134698,24.0,57.01,2.375417,1.168306,24.0,55.8,2.325,1.14351
G and C farms south meter,2025-10-15,site_missing_data,881.05,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,147.9,6.1625,1.175075,24.0,147.86,6.160833,1.174757,24.0,147.49,6.145417,1.171818,24.0,145.23,6.05125,1.153862,24.0,145.93,6.080417,1.159423,24.0,146.64,6.11,1.165064
G and C farms south meter,2025-10-16,site_missing_data,1084.04,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,181.33,7.555417,1.170907,24.0,182.59,7.607917,1.179043,24.0,181.37,7.557083,1.171165,24.0,178.48,7.436667,1.152504,24.0,179.06,7.460833,1.156249,24.0,181.21,7.550417,1.170132
G and C farms south meter,2025-10-17,site_missing_data,263.4,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,45.24,1.885,1.202278,24.0,43.79,1.824583,1.163743,24.0,45.14,1.880833,1.19962,24.0,42.67,1.777917,1.133979,24.0,43.71,1.82125,1.161617,24.0,42.85,1.785417,1.138762
G and C farms south meter,2025-10-18,site_missing_data,998.26,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,166.25,6.927083,1.165778,24.0,167.95,6.997917,1.177699,24.0,165.99,6.91625,1.163955,24.0,165.38,6.890833,1.159678,24.0,165.22,6.884167,1.158556,24.0,167.47,6.977917,1.174333
G and C farms south meter,2025-10-19,site_missing_data,537.8,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,90.62,3.775833,1.179509,24.0,89.91,3.74625,1.170268,24.0,90.49,3.770417,1.177817,24.0,88.44,3.685,1.151134,24.0,89.25,3.71875,1.161677,24.0,89.09,3.712083,1.159595
G and C farms south meter,2025-10-20,site_missing_data,801.68,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,134.01,5.58375,1.17013,24.0,134.71,5.612917,1.176242,24.0,133.71,5.57125,1.167511,24.0,132.7,5.529167,1.158692,24.0,132.43,5.517917,1.156334,24.0,134.12,5.588333,1.171091
G and C farms south meter,2025-10-21,site_missing_data,1021.68,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,171.25,7.135417,1.173313,24.0,171.77,7.157083,1.176875,24.0,171.13,7.130417,1.17249,24.0,168.35,7.014583,1.153443,24.0,168.75,7.03125,1.156184,24.0,170.43,7.10125,1.167694
G and C farms south meter,2025-10-22,site_missing_data,1050.64,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,177.05,7.377083,1.179614,24.0,176.85,7.36875,1.178282,24.0,176.93,7.372083,1.178815,24.0,171.7,7.154167,1.143969,24.0,172.98,7.2075,1.152498,24.0,175.13,7.297083,1.166822
G and C farms south meter,2025-10-23,site_missing_data,1023.76,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,172.26,7.1775,1.177835,24.0,172.23,7.17625,1.17763,24.0,172.14,7.1725,1.177014,24.0,167.82,6.9925,1.147476,24.0,168.8,7.033333,1.154177,24.0,170.51,7.104583,1.165869
G and C farms south meter,2025-10-24,site_missing_data,590.48,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,100.43,4.184583,1.190574,24.0,98.64,4.11,1.169354,24.0,100.5,4.1875,1.191404,24.0,96.53,4.022083,1.14434,24.0,97.54,4.064167,1.156314,24.0,96.84,4.035,1.148015
G and C farms south meter,2025-10-25,site_missing_data,716.54,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,120.09,5.00375,1.173179,24.0,120.06,5.0025,1.172886,24.0,120.05,5.002083,1.172789,24.0,118.32,4.93,1.155888,24.0,118.8,4.95,1.160577,24.0,119.22,4.9675,1.16468
G and C farms south meter,2025-10-26,site_missing_data,907.23,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,153.59,6.399583,1.185069,24.0,152.92,6.371667,1.179899,24.0,153.48,6.395,1.18422,24.0,147.46,6.144167,1.137771,24.0,148.88,6.203333,1.148727,24.0,150.9,6.2875,1.164313
G and C farms south meter,2025-10-27,site_missing_data,653.78,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,111.1,4.629167,1.189544,24.0,109.75,4.572917,1.175089,24.0,110.95,4.622917,1.187938,24.0,106.52,4.438333,1.140506,24.0,107.57,4.482083,1.151748,24.0,107.89,4.495417,1.155175
G and C farms south meter,2025-10-28,site_missing_data,1013.36,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,171.98,7.165833,1.187988,24.0,171.08,7.128333,1.181772,24.0,171.87,7.16125,1.187229,24.0,164.25,6.84375,1.134592,24.0,166.07,6.919583,1.147164,24.0,168.11,7.004583,1.161256
G and C farms south meter,2025-10-29,site_missing_data,689.62,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,116.19,4.84125,1.179389,24.0,116.04,4.835,1.177866,24.0,116.13,4.83875,1.17878,24.0,113.05,4.710417,1.147516,24.0,113.66,4.735833,1.153708,24.0,114.55,4.772917,1.162742
G and C farms south meter,2025-10-30,site_missing_data,733.53,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,125.24,5.218333,1.195152,24.0,123.01,5.125417,1.173872,24.0,124.78,5.199167,1.190762,24.0,119.54,4.980833,1.140758,24.0,120.42,5.0175,1.149155,24.0,120.54,5.0225,1.150301
G and C farms south meter,2025-10-31,site_missing_data,836.2,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,143.15,5.964583,1.198338,24.0,140.98,5.874167,1.180172,24.0,143.24,5.968333,1.199091,24.0,134.53,5.605417,1.126178,24.0,136.6,5.691667,1.143506,24.0,137.7,5.7375,1.152715
G and C farms south meter,2025-11-01,site_missing_data,301.47,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,52.89,2.20375,1.228082,24.0,50.41,2.100417,1.170498,24.0,52.88,2.203333,1.22785,24.0,47.97,1.99875,1.113842,24.0,49.11,2.04625,1.140312,24.0,48.21,2.00875,1.119415
G and C farms south meter,2025-11-02,site_missing_data,979.03,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,168.49,7.020417,1.204692,24.0,165.77,6.907083,1.185245,24.0,168.18,7.0075,1.202476,24.0,156.72,6.53,1.120538,24.0,158.98,6.624167,1.136697,24.0,160.89,6.70375,1.150353
G and C farms south meter,2025-11-03,site_missing_data,371.48,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,63.31,2.637917,1.192985,24.0,61.7,2.570833,1.162647,24.0,63.27,2.63625,1.192231,24.0,60.67,2.527917,1.143238,24.0,61.78,2.574167,1.164154,24.0,60.75,2.53125,1.144745
G and C farms south meter,2025-11-04,site_missing_data,952.72,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,163.87,6.827917,1.204016,24.0,161.23,6.717917,1.184619,24.0,163.65,6.81875,1.202399,24.0,152.58,6.3575,1.121064,24.0,154.99,6.457917,1.138771,24.0,156.4,6.516667,1.149131
G and C farms south meter,2025-11-05,site_missing_data,388.96,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,69.1,2.879167,1.243573,24.0,65.21,2.717083,1.173565,24.0,69.22,2.884167,1.245732,24.0,60.56,2.523333,1.089881,24.0,62.73,2.61375,1.128934,24.0,62.14,2.589167,1.118316
G and C farms south meter,2025-11-06,site_missing_data,797.48,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,137.8,5.741667,1.20956,24.0,134.51,5.604583,1.180682,24.0,137.54,5.730833,1.207278,24.0,127.47,5.31125,1.118887,24.0,129.65,5.402083,1.138022,24.0,130.51,5.437917,1.145571
G and C farms south meter,2025-11-07,site_missing_data,249.75,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,42.07,1.752917,1.179139,24.0,41.84,1.743333,1.172693,24.0,42.01,1.750417,1.177457,24.0,41.0,1.708333,1.149149,24.0,41.34,1.7225,1.158679,24.0,41.49,1.72875,1.162883
G and C farms south meter,2025-11-08,site_missing_data,780.12,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,133.32,5.555,1.196277,24.0,131.07,5.46125,1.176088,24.0,132.57,5.52375,1.189548,24.0,126.52,5.271667,1.135261,24.0,128.16,5.34,1.149977,24.0,128.48,5.353333,1.152848
G and C farms south meter,2025-11-09,site_missing_data,406.54,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,70.6,2.941667,1.215625,24.0,67.87,2.827917,1.168618,24.0,70.59,2.94125,1.215452,24.0,64.98,2.7075,1.118857,24.0,66.65,2.777083,1.147612,24.0,65.85,2.74375,1.133837
G and C farms south meter,2025-11-10,site_missing_data,245.23,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,42.34,1.764167,1.20858,24.0,40.8,1.7,1.164621,24.0,42.25,1.760417,1.206011,24.0,39.7,1.654167,1.133222,24.0,40.44,1.685,1.154345,24.0,39.7,1.654167,1.133222
G and C farms south meter,2025-11-11,site_missing_data,619.48,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,108.45,4.51875,1.225463,24.0,103.42,4.309167,1.168625,24.0,106.51,4.437917,1.203542,24.0,99.8,4.158333,1.12772,24.0,100.98,4.2075,1.141054,24.0,100.32,4.18,1.133596
G and C farms south meter,2025-11-12,site_missing_data,659.93,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,112.18,4.674167,1.189914,24.0,110.97,4.62375,1.177079,24.0,112.28,4.678333,1.190975,24.0,107.53,4.480417,1.140591,24.0,107.99,4.499583,1.14547,24.0,108.98,4.540833,1.155971
G and C farms south meter,2025-11-13,site_missing_data,552.36,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,94.54,3.939167,1.198095,24.0,92.16,3.84,1.167934,24.0,94.54,3.939167,1.198095,24.0,90.43,3.767917,1.14601,24.0,90.65,3.777083,1.148798,24.0,90.04,3.751667,1.141067
G and C farms south meter,2025-11-14,site_missing_data,117.03,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,19.94,0.830833,1.192686,24.0,19.42,0.809167,1.161583,24.0,19.94,0.830833,1.192686,24.0,19.03,0.792917,1.138255,24.0,19.51,0.812917,1.166966,24.0,19.19,0.799583,1.147825
G and C farms south meter,2025-11-15,site_missing_data,591.49,FRONIUS-e5d4623c-5a06-4b45-b2f0--G012,"ALL_INVERTERS, Symo  Advanced 24.0-3 480 (4) (2344E5)",24.0,0.0,0.0,0.0,24.0,101.99,4.249583,1.207003,24.0,100.25,4.177083,1.186411,24.0,101.38,4.224167,1.199784,24.0,94.94,3.955833,1.123569,24.0,95.24,3.968333,1.12712,24.0,97.69,4.070417,1.156114
